source,consumer_type,consumption_band,tax,iso2,period,metric_type,value,is_flagged
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2016-S1,Electricity price (EUR per KWH),0.0612,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2016-S2,Electricity price (EUR per KWH),0.0607,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2017-S1,Electricity price (EUR per KWH),0.0594,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2017-S2,Electricity price (EUR per KWH),0.0614,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2018-S1,Electricity price (EUR per KWH),0.0661,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2018-S2,Electricity price (EUR per KWH),0.0653,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2019-S1,Electricity price (EUR per KWH),0.0667,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2019-S2,Electricity price (EUR per KWH),0.0698,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2020-S1,Electricity price (EUR per KWH),0.0734,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2020-S2,Electricity price (EUR per KWH),0.073,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2021-S1,Electricity price (EUR per KWH),0.0747,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2021-S2,Electricity price (EUR per KWH),0.0723,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2022-S1,Electricity price (EUR per KWH),0.0741,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2022-S2,Electricity price (EUR per KWH),0.0893,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2023-S1,Electricity price (EUR per KWH),0.091,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2023-S2,Electricity price (EUR per KWH),0.0903,
Eurostat,Non-household,MWH500-1999,X_VAT,BA,2024-S1,Electricity price (EUR per KWH),0.0956,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2007-S2,Electricity price (EUR per KWH),0.0949,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2008-S1,Electricity price (EUR per KWH),0.1069,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2008-S2,Electricity price (EUR per KWH),0.0961,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2009-S1,Electricity price (EUR per KWH),0.1111,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2009-S2,Electricity price (EUR per KWH),0.1079,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2010-S1,Electricity price (EUR per KWH),0.1057,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2010-S2,Electricity price (EUR per KWH),0.1054,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2011-S1,Electricity price (EUR per KWH),0.1098,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2011-S2,Electricity price (EUR per KWH),0.1147,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2012-S1,Electricity price (EUR per KWH),0.1076,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2012-S2,Electricity price (EUR per KWH),0.1107,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2013-S1,Electricity price (EUR per KWH),0.1078,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2013-S2,Electricity price (EUR per KWH),0.1099,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2014-S1,Electricity price (EUR per KWH),0.1094,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2014-S2,Electricity price (EUR per KWH),0.1086,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2015-S1,Electricity price (EUR per KWH),0.11,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2015-S2,Electricity price (EUR per KWH),0.1081,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2016-S1,Electricity price (EUR per KWH),0.1115,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2016-S2,Electricity price (EUR per KWH),0.1158,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2017-S1,Electricity price (EUR per KWH),0.1104,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2017-S2,Electricity price (EUR per KWH),0.1087,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2018-S1,Electricity price (EUR per KWH),0.1095,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2018-S2,Electricity price (EUR per KWH),0.1142,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2019-S1,Electricity price (EUR per KWH),0.115,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2019-S2,Electricity price (EUR per KWH),0.1152,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2020-S1,Electricity price (EUR per KWH),0.1171,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2020-S2,Electricity price (EUR per KWH),0.1185,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2021-S1,Electricity price (EUR per KWH),0.1218,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2021-S2,Electricity price (EUR per KWH),0.1439,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2022-S1,Electricity price (EUR per KWH),0.1943,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2022-S2,Electricity price (EUR per KWH),0.2367,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2023-S1,Electricity price (EUR per KWH),0.2269,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2023-S2,Electricity price (EUR per KWH),0.2164,
Eurostat,Non-household,MWH500-1999,X_VAT,BE,2024-S1,Electricity price (EUR per KWH),0.178,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2007-S2,Electricity price (EUR per KWH),0.0568,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2008-S1,Electricity price (EUR per KWH),0.0562,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2008-S2,Electricity price (EUR per KWH),0.0649,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2009-S1,Electricity price (EUR per KWH),0.0649,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2009-S2,Electricity price (EUR per KWH),0.0639,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2010-S1,Electricity price (EUR per KWH),0.0649,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2010-S2,Electricity price (EUR per KWH),0.0664,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2011-S1,Electricity price (EUR per KWH),0.0648,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2011-S2,Electricity price (EUR per KWH),0.0667,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2012-S1,Electricity price (EUR per KWH),0.0694,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2012-S2,Electricity price (EUR per KWH),0.0776,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2013-S1,Electricity price (EUR per KWH),0.0813,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2013-S2,Electricity price (EUR per KWH),0.0726,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2014-S1,Electricity price (EUR per KWH),0.0746,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2014-S2,Electricity price (EUR per KWH),0.0757,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2015-S1,Electricity price (EUR per KWH),0.0692,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2015-S2,Electricity price (EUR per KWH),0.0782,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2016-S1,Electricity price (EUR per KWH),0.1002,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2016-S2,Electricity price (EUR per KWH),0.0788,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2017-S1,Electricity price (EUR per KWH),0.0763,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2017-S2,Electricity price (EUR per KWH),0.079,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2018-S1,Electricity price (EUR per KWH),0.081,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2018-S2,Electricity price (EUR per KWH),0.0846,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2019-S1,Electricity price (EUR per KWH),0.0887,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2019-S2,Electricity price (EUR per KWH),0.0868,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2020-S1,Electricity price (EUR per KWH),0.0816,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2020-S2,Electricity price (EUR per KWH),0.0843,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2021-S1,Electricity price (EUR per KWH),0.0962,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2021-S2,Electricity price (EUR per KWH),0.1564,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2022-S1,Electricity price (EUR per KWH),0.1736,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2022-S2,Electricity price (EUR per KWH),0.1794,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2023-S1,Electricity price (EUR per KWH),0.1492,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2023-S2,Electricity price (EUR per KWH),0.1362,
Eurostat,Non-household,MWH500-1999,X_VAT,BG,2024-S1,Electricity price (EUR per KWH),0.1129,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2007-S2,Electricity price (EUR per KWH),0.1391,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2008-S1,Electricity price (EUR per KWH),0.1427,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2008-S2,Electricity price (EUR per KWH),0.1807,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2009-S1,Electricity price (EUR per KWH),0.1186,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2009-S2,Electricity price (EUR per KWH),0.1494,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2010-S1,Electricity price (EUR per KWH),0.1505,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2010-S2,Electricity price (EUR per KWH),0.173,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2011-S1,Electricity price (EUR per KWH),0.1674,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2011-S2,Electricity price (EUR per KWH),0.2109,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2012-S1,Electricity price (EUR per KWH),0.2239,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2012-S2,Electricity price (EUR per KWH),0.2342,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2013-S1,Electricity price (EUR per KWH),0.2077,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2013-S2,Electricity price (EUR per KWH),0.2013,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2014-S1,Electricity price (EUR per KWH),0.1748,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2014-S2,Electricity price (EUR per KWH),0.1903,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2015-S1,Electricity price (EUR per KWH),0.1393,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2015-S2,Electricity price (EUR per KWH),0.1412,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2016-S1,Electricity price (EUR per KWH),0.1048,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2016-S2,Electricity price (EUR per KWH),0.1295,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2017-S1,Electricity price (EUR per KWH),0.1414,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2017-S2,Electricity price (EUR per KWH),0.1392,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2018-S1,Electricity price (EUR per KWH),0.1405,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2018-S2,Electricity price (EUR per KWH),0.1811,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2019-S1,Electricity price (EUR per KWH),0.1619,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2019-S2,Electricity price (EUR per KWH),0.18,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2020-S1,Electricity price (EUR per KWH),0.1448,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2020-S2,Electricity price (EUR per KWH),0.1364,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2021-S1,Electricity price (EUR per KWH),0.1515,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2021-S2,Electricity price (EUR per KWH),0.1946,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2022-S1,Electricity price (EUR per KWH),0.2471,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2022-S2,Electricity price (EUR per KWH),0.3162,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2023-S1,Electricity price (EUR per KWH),0.2762,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2023-S2,Electricity price (EUR per KWH),0.2759,
Eurostat,Non-household,MWH500-1999,X_VAT,CY,2024-S1,Electricity price (EUR per KWH),0.2453,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2007-S2,Electricity price (EUR per KWH),0.0946,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2008-S1,Electricity price (EUR per KWH),0.1107,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2008-S2,Electricity price (EUR per KWH),0.1121,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2009-S1,Electricity price (EUR per KWH),0.1069,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2009-S2,Electricity price (EUR per KWH),0.1122,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2010-S1,Electricity price (EUR per KWH),0.1033,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2010-S2,Electricity price (EUR per KWH),0.1081,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2011-S1,Electricity price (EUR per KWH),0.1108,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2011-S2,Electricity price (EUR per KWH),0.1082,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2012-S1,Electricity price (EUR per KWH),0.1039,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2012-S2,Electricity price (EUR per KWH),0.1029,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2013-S1,Electricity price (EUR per KWH),0.1023,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2013-S2,Electricity price (EUR per KWH),0.099,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2014-S1,Electricity price (EUR per KWH),0.0829,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2014-S2,Electricity price (EUR per KWH),0.0819,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2015-S1,Electricity price (EUR per KWH),0.0772,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2015-S2,Electricity price (EUR per KWH),0.0783,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2016-S1,Electricity price (EUR per KWH),0.073,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2016-S2,Electricity price (EUR per KWH),0.0732,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2017-S1,Electricity price (EUR per KWH),0.0688,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2017-S2,Electricity price (EUR per KWH),0.071,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2018-S1,Electricity price (EUR per KWH),0.0733,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2018-S2,Electricity price (EUR per KWH),0.0721,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2019-S1,Electricity price (EUR per KWH),0.0768,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2019-S2,Electricity price (EUR per KWH),0.0784,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2020-S1,Electricity price (EUR per KWH),0.0846,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2020-S2,Electricity price (EUR per KWH),0.0842,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2021-S1,Electricity price (EUR per KWH),0.0883,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2021-S2,Electricity price (EUR per KWH),0.0905,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2022-S1,Electricity price (EUR per KWH),0.1573,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2022-S2,Electricity price (EUR per KWH),0.184,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2023-S1,Electricity price (EUR per KWH),0.1974,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2023-S2,Electricity price (EUR per KWH),0.1798,
Eurostat,Non-household,MWH500-1999,X_VAT,CZ,2024-S1,Electricity price (EUR per KWH),0.185,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2007-S1,Electricity price (EUR per KWH),0.0957,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2007-S2,Electricity price (EUR per KWH),0.1013,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2008-S1,Electricity price (EUR per KWH),0.1053,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2008-S2,Electricity price (EUR per KWH),0.1078,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2009-S1,Electricity price (EUR per KWH),0.1132,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2009-S2,Electricity price (EUR per KWH),0.1134,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2010-S1,Electricity price (EUR per KWH),0.112,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2010-S2,Electricity price (EUR per KWH),0.119,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2011-S1,Electricity price (EUR per KWH),0.1248,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2011-S2,Electricity price (EUR per KWH),0.1243,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2012-S1,Electricity price (EUR per KWH),0.1277,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2012-S2,Electricity price (EUR per KWH),0.1297,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2013-S1,Electricity price (EUR per KWH),0.1425,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2013-S2,Electricity price (EUR per KWH),0.1444,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2014-S1,Electricity price (EUR per KWH),0.1586,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2014-S2,Electricity price (EUR per KWH),0.152,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2015-S1,Electricity price (EUR per KWH),0.1509,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2015-S2,Electricity price (EUR per KWH),0.1493,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2016-S1,Electricity price (EUR per KWH),0.1505,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2016-S2,Electricity price (EUR per KWH),0.1492,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2017-S1,Electricity price (EUR per KWH),0.1519,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2017-S2,Electricity price (EUR per KWH),0.1514,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2018-S1,Electricity price (EUR per KWH),0.1499,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2018-S2,Electricity price (EUR per KWH),0.1516,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2019-S1,Electricity price (EUR per KWH),0.1557,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2019-S2,Electricity price (EUR per KWH),0.1608,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2020-S1,Electricity price (EUR per KWH),0.1781,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2020-S2,Electricity price (EUR per KWH),0.1818,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2021-S1,Electricity price (EUR per KWH),0.1813,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2021-S2,Electricity price (EUR per KWH),0.186,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2022-S1,Electricity price (EUR per KWH),0.2132,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2022-S2,Electricity price (EUR per KWH),0.2056,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2023-S1,Electricity price (EUR per KWH),0.2192,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2023-S2,Electricity price (EUR per KWH),0.2175,
Eurostat,Non-household,MWH500-1999,X_VAT,DE,2024-S1,Electricity price (EUR per KWH),0.2328,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2007-S2,Electricity price (EUR per KWH),0.0895,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2008-S1,Electricity price (EUR per KWH),0.0913,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2008-S2,Electricity price (EUR per KWH),0.1018,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2009-S1,Electricity price (EUR per KWH),0.0863,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2009-S2,Electricity price (EUR per KWH),0.092,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2010-S1,Electricity price (EUR per KWH),0.0942,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2010-S2,Electricity price (EUR per KWH),0.0961,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2011-S1,Electricity price (EUR per KWH),0.0992,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2011-S2,Electricity price (EUR per KWH),0.0927,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2012-S1,Electricity price (EUR per KWH),0.0966,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2012-S2,Electricity price (EUR per KWH),0.0993,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2013-S1,Electricity price (EUR per KWH),0.1027,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2013-S2,Electricity price (EUR per KWH),0.0998,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2014-S1,Electricity price (EUR per KWH),0.0939,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2014-S2,Electricity price (EUR per KWH),0.0972,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2015-S1,Electricity price (EUR per KWH),0.0899,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2015-S2,Electricity price (EUR per KWH),0.0899,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2016-S1,Electricity price (EUR per KWH),0.0948,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2016-S2,Electricity price (EUR per KWH),0.0936,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2017-S1,Electricity price (EUR per KWH),0.0845,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2017-S2,Electricity price (EUR per KWH),0.0846,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2018-S1,Electricity price (EUR per KWH),0.0807,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2018-S2,Electricity price (EUR per KWH),0.0788,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2019-S1,Electricity price (EUR per KWH),0.0707,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2019-S2,Electricity price (EUR per KWH),0.0681,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2020-S1,Electricity price (EUR per KWH),0.0612,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2020-S2,Electricity price (EUR per KWH),0.0686,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2021-S1,Electricity price (EUR per KWH),0.0797,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2021-S2,Electricity price (EUR per KWH),0.1164,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2022-S1,Electricity price (EUR per KWH),0.1609,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2022-S2,Electricity price (EUR per KWH),0.2278,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2023-S1,Electricity price (EUR per KWH),0.1339,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2023-S2,Electricity price (EUR per KWH),0.117,
Eurostat,Non-household,MWH500-1999,X_VAT,DK,2024-S1,Electricity price (EUR per KWH),0.1055,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2007-S1,Electricity price (EUR per KWH),0.0925,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2007-S2,Electricity price (EUR per KWH),0.0862,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2008-S1,Electricity price (EUR per KWH),0.0992,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2008-S2,Electricity price (EUR per KWH),0.1026,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2009-S1,Electricity price (EUR per KWH),0.1089,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2009-S2,Electricity price (EUR per KWH),0.1038,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2010-S1,Electricity price (EUR per KWH),0.1062,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2010-S2,Electricity price (EUR per KWH),0.1068,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2011-S1,Electricity price (EUR per KWH),0.1142,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2011-S2,Electricity price (EUR per KWH),0.1161,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2012-S1,Electricity price (EUR per KWH),0.1205,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2012-S2,Electricity price (EUR per KWH),0.1201,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2013-S1,Electricity price (EUR per KWH),0.1254,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2013-S2,Electricity price (EUR per KWH),0.124,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2014-S1,Electricity price (EUR per KWH),0.1308,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2014-S2,Electricity price (EUR per KWH),0.127,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2015-S1,Electricity price (EUR per KWH),0.1261,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2015-S2,Electricity price (EUR per KWH),0.1229,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2016-S1,Electricity price (EUR per KWH),0.1217,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2016-S2,Electricity price (EUR per KWH),0.1195,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2017-S1,Electricity price (EUR per KWH),0.1223,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2017-S2,Electricity price (EUR per KWH),0.1203,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2018-S1,Electricity price (EUR per KWH),0.1213,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2018-S2,Electricity price (EUR per KWH),0.1208,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2019-S1,Electricity price (EUR per KWH),0.1299,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2019-S2,Electricity price (EUR per KWH),0.1286,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2020-S1,Electricity price (EUR per KWH),0.1348,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2020-S2,Electricity price (EUR per KWH),0.135,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2021-S1,Electricity price (EUR per KWH),0.1381,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2021-S2,Electricity price (EUR per KWH),0.1536,
Eurostat,Non-household,MWH500-1999,X_VAT,EA,2022-S1,Electricity price (EUR per KWH),0.1912,
